0,1,2,3
MCPHS University,1996,1.0,
MCPHS University,1997,0.875,
MCPHS University,1998,0.7172619047619048,
MCPHS University,1999,0.5215773809523809,
MCPHS University,2000,,
MCPHS University,2001,0.08556547619047619,0.0
MCPHS University,2002,0.9248511904761905,0.09260000000000002
MCPHS University,2003,0.31026785714285715,-0.1941
MCPHS University,2004,0.31919642857142855,0.013399999999999967
MCPHS University,2005,0.4174107142857143,0.09140000000000004
MCPHS University,2006,0.6004464285714286,0.06930000000000003
MCPHS University,2007,0.7998511904761905,-0.07779999999999998
MCPHS University,2008,0.8779761904761905,0.11419999999999997
MCPHS University,2009,1.0446428571428572,0.09450000000000003
MCPHS University,2010,1.1443452380952381,0.16100000000000003
MCPHS University,2011,1.3757440476190477,0.12219999999999998
MCPHS University,2012,2.6688988095238093,0.22640000000000005
MCPHS University,2013,2.8333333333333335,0.2187
MCPHS University,2014,2.9345238095238093,0.16669999999999996
MCPHS University,2015,2.884672619047619,0.19220000000000004
MCPHS University,2016,2.8206845238095237,0.1714
Wheelock College,1996,1.0,
Wheelock College,1997,0.9736070381231672,
Wheelock College,1998,0.9912023460410557,
Wheelock College,1999,0.8856304985337243,
Wheelock College,2000,,
Wheelock College,2001,0.19794721407624633,
Wheelock College,2002,0.21114369501466276,0.0
Wheelock College,2003,0.20381231671554254,-0.1251
Wheelock College,2004,0.8929618768328446,-0.05569999999999997
Wheelock College,2005,0.9897360703812317,0.0242
Wheelock College,2006,1.0454545454545454,-0.0494
Wheelock College,2007,1.153958944281525,-0.16490000000000005
Wheelock College,2008,1.2008797653958945,-0.05620000000000003
Wheelock College,2009,1.093841642228739,-0.043399999999999994
Wheelock College,2010,1.2140762463343109,-0.08889999999999998
Wheelock College,2011,1.278592375366569,-0.08679999999999999
Wheelock College,2012,1.2697947214076246,-0.10119999999999996
Wheelock College,2013,1.2302052785923754,-0.06159999999999999
Wheelock College,2014,1.2712609970674487,0.08179999999999998
Wheelock College,2015,1.186217008797654,0.16080000000000005
Wheelock College,2016,1.0571847507331378,0.04569999999999996
Simmons College,1996,1.0,
Simmons College,1997,0.9071791153009428,
Simmons College,1998,0.8767222625090645,
Simmons College,1999,0.8955765047135605,
Simmons College,2000,,
Simmons College,2001,0.9245830311820159,0.0
Simmons College,2002,0.9746192893401016,0.008400000000000074
Simmons College,2003,1.1276287164612038,-0.507
Simmons College,2004,1.2799129804205946,-0.02059999999999995
Simmons College,2005,1.3386511965192167,-0.021599999999999953
Simmons College,2006,1.4568527918781726,-0.10529999999999995
Simmons College,2007,1.4786076867295141,-0.11969999999999992
Simmons College,2008,1.467005076142132,-0.14879999999999993
Simmons College,2009,1.3995649021029732,-0.12219999999999998
Simmons College,2010,1.3604060913705585,-0.1542
Simmons College,2011,1.310369833212473,-0.22799999999999998
Simmons College,2012,1.2857142857142858,-0.2107
Simmons College,2013,1.2400290065264685,-0.20409999999999995
Simmons College,2014,1.1682378535170412,-0.17220000000000002
Simmons College,2015,1.237128353879623,-0.11809999999999998
Simmons College,2016,1.2704858593183466,-0.057599999999999985
School of the Museum of Fine Arts at Tufts University,1996,1.0,
School of the Museum of Fine Arts at Tufts University,1997,1.0492957746478873,
School of the Museum of Fine Arts at Tufts University,1998,1.1509054325955734,
School of the Museum of Fine Arts at Tufts University,1999,1.091549295774648,
School of the Museum of Fine Arts at Tufts University,2000,,
School of the Museum of Fine Arts at Tufts University,2001,0.7374245472837022,
School of the Museum of Fine Arts at Tufts University,2002,0.6851106639839034,0.0
School of the Museum of Fine Arts at Tufts University,2003,0.6438631790744467,0.08789999999999998
School of the Museum of Fine Arts at Tufts University,2004,0.6680080482897385,0.04700000000000004
School of the Museum of Fine Arts at Tufts University,2005,0.5925553319919518,-0.06979999999999997
School of the Museum of Fine Arts at Tufts University,2006,0.6378269617706237,-0.07040000000000002
School of the Museum of Fine Arts at Tufts University,2007,0.6438631790744467,0.015199999999999991
School of the Museum of Fine Arts at Tufts University,2008,0.5784708249496981,-0.0018000000000000238
